Opportunity ID,"Technology
Primary",Country,B2B Sales Medium,Sales Velocity,Opportunity Status,Sales Stage Iterations,Opportunity Size (USD),Client Revenue Sizing,Client Employee Sizing,Business from Client Last Year,Compete Intel,Opportunity Sizing
N00064099,ERP Implementation,Italy,Enterprise Sellers,35,Lost,4,3000,100K or less,1K or less,0 (No business),,10K or less
N00075230,ERP Implementation,Italy,Marketing,19,Lost,2,47886,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00043285,ERP Implementation,Spain,Enterprise Sellers,9,Won,3,1000,100K or less,1K or less,"50,000 - 100,000",Unknown,10K or less
N00074879,ERP Implementation,Sweden,Enterprise Sellers,7,Lost,3,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00035651,ERP Implementation,France,Enterprise Sellers,37,Won,1,59440,100K or less,1K or less,"50,000 - 100,000",Unknown,50K to 60K
N00027908,ERP Implementation,France,Partners,24,Lost,2,51547,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00061067,ERP Implementation,Netherlands,Marketing,47,Lost,2,5000,500K to 1M,5K to 15K,0 (No business),Unknown,10K or less
N00021670,ERP Implementation,France,Marketing,49,Lost,3,56681,100K or less,1K or less,0 (No business),,50K to 60K
N00040927,Technical Business Solutions,Spain,Enterprise Sellers,17,Lost,3,41130,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00069898,ERP Implementation,Italy,Marketing,12,Lost,4,35393,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00060049,ERP Implementation,Sweden,Enterprise Sellers,62,Lost,2,9000,250K to 500K,5K to 15K,0 (No business),Unknown,10K or less
N00044277,ERP Implementation,France,Marketing,0,Lost,2,50918,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00037442,ERP Implementation,Spain,Enterprise Sellers,20,Lost,6,23014,100K or less,1K or less,0 (No business),,20K to 30K
N00057820,Technical Business Solutions,Sweden,Enterprise Sellers,71,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00042772,Technical Business Solutions,Spain,Marketing,16,Won,1,7912,100K or less,1K or less,0 (No business),,10K or less
N00063774,ERP Implementation,Sweden,Marketing,25,Lost,2,42703,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00067160,ERP Implementation,United Kingdom,Enterprise Sellers,26,Lost,3,24449,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00055402,Technical Business Solutions,United Kingdom,Marketing,76,Lost,2,32796,100K or less,1K or less,0 (No business),Known,30K to 40K
N00020337,ERP Implementation,France,Enterprise Sellers,59,Won,2,48422,250K to 500K,15K to 25K,"25,000 - 50,000",Unknown,40K to 50K
N00077892,Technical Business Solutions,Italy,Marketing,0,Lost,3,4166,100K or less,1K or less,0 (No business),Unknown,10K or less
N00061687,ERP Implementation,Sweden,Enterprise Sellers,44,Lost,2,2300,100K or less,1K or less,0 (No business),Unknown,10K or less
N00063986,Technical Business Solutions,Sweden,Marketing,7,Lost,5,53641,100K or less,1K or less,0 (No business),Known,50K to 60K
N00046726,ERP Implementation,United Kingdom,Marketing,81,Won,5,40403,500K to 1M,More than 25K,0 (No business),Known,40K to 50K
N00020607,ERP Implementation,France,Partners,27,Lost,2,44642,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00014654,ERP Implementation,Spain,Marketing,57,Lost,4,35020,100K or less,More than 25K,0 (No business),Unknown,30K to 40K
N00073447,ERP Implementation,Sweden,Tele Sales,26,Lost,2,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00057435,ERP Implementation,Netherlands,Marketing,70,Lost,2,49932,100K to 250K,1K or less,0 (No business),Unknown,40K to 50K
N00033322,ERP Implementation,Spain,Marketing,11,Lost,2,15600,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00040266,Technical Business Solutions,Germany,Enterprise Sellers,18,Lost,2,27760,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00027760,ERP Implementation,Spain,Marketing,43,Lost,3,19631,100K or less,1K or less,0 (No business),,10K to 20K
N00066165,ERP Implementation,United Kingdom,Enterprise Sellers,1,Lost,4,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00002098,Technical Business Solutions,Spain,Marketing,77,Lost,3,37588,500K to 1M,5K to 15K,0 (No business),,30K to 40K
N00070025,Technical Business Solutions,Italy,Tele Sales,37,Lost,2,31719,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00076446,Technical Business Solutions,Netherlands,Marketing,14,Lost,1,1810,100K or less,1K or less,0 (No business),,10K or less
N00073380,ERP Implementation,United Kingdom,Enterprise Sellers,18,Lost,2,53861,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00051240,ERP Implementation,United Kingdom,Enterprise Sellers,93,Won,3,8825,100K or less,1K to 5K,0 (No business),Unknown,10K or less
N00038583,Technical Business Solutions,France,Enterprise Sellers,28,Lost,2,9491,100K or less,1K or less,"50,000 - 100,000",Unknown,10K or less
N00019033,Technical Business Solutions,Spain,Marketing,61,Lost,3,28764,100K or less,1K or less,0 (No business),,20K to 30K
N00017883,Technical Business Solutions,Spain,Marketing,41,Lost,4,46990,100K to 250K,1K to 5K,0 (No business),Unknown,40K to 50K
N00010265,Technical Business Solutions,Spain,Marketing,76,Lost,5,40082,100K or less,5K to 15K,0 (No business),,40K to 50K
N00053925,ERP Implementation,Italy,Enterprise Sellers,63,Lost,3,10000,100K or less,1K or less,0 (No business),Known,10K to 20K
N00043548,ERP Implementation,France,Enterprise Sellers,4,Won,2,5000,100K or less,1K or less,0 (No business),,10K or less
N00050719,Technical Business Solutions,Netherlands,Enterprise Sellers,23,Won,2,41127,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00016159,ERP Implementation,Spain,Marketing,75,Won,4,5200,100K or less,15K to 25K,"50,000 - 100,000",,10K or less
N00047895,ERP Implementation,Sweden,Enterprise Sellers,50,Won,8,6000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00028746,ERP Implementation,Spain,Enterprise Sellers,49,Won,3,22188,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00021107,ERP Implementation,Spain,Enterprise Sellers,67,Won,1,5000,100K to 250K,1K or less,0 (No business),Unknown,10K or less
N00015593,Technical Business Solutions,Spain,Enterprise Sellers,69,Won,6,41277,100K or less,1K or less,"0 - 25,000",Unknown,40K to 50K
N00060466,ERP Implementation,Netherlands,Marketing,17,Lost,6,46963,More than 1M,5K to 15K,0 (No business),Known,40K to 50K
N00053252,ERP Implementation,Sweden,Enterprise Sellers,88,Lost,2,20901,250K to 500K,15K to 25K,0 (No business),Unknown,20K to 30K
N00053022,ERP Implementation,United Kingdom,Enterprise Sellers,65,Lost,2,37636,100K or less,15K to 25K,0 (No business),Unknown,30K to 40K
N00002803,Technical Business Solutions,Spain,Enterprise Sellers,86,Lost,4,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00065744,Technical Business Solutions,Italy,Enterprise Sellers,35,Lost,2,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00004865,Technical Business Solutions,France,Marketing,92,Won,5,12711,500K to 1M,1K or less,"25,000 - 50,000",Unknown,10K to 20K
N00044568,Technical Business Solutions,France,Marketing,3,Lost,3,44052,100K or less,1K or less,0 (No business),Known,40K to 50K
N00062217,Technical Business Solutions,Netherlands,Enterprise Sellers,39,Lost,4,12000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00055958,ERP Implementation,United Kingdom,Marketing,76,Lost,4,19763,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00023076,ERP Implementation,France,Online Leads,58,Lost,2,52743,250K to 500K,1K or less,0 (No business),Unknown,50K to 60K
N00014108,ERP Implementation,Spain,Enterprise Sellers,71,Lost,2,2222,More than 1M,5K to 15K,0 (No business),Unknown,10K or less
N00048126,Technical Business Solutions,Italy,Marketing,20,Lost,2,31349,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00000336,ERP Implementation,Spain,Enterprise Sellers,23,Won,3,12870,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00021331,Technical Business Solutions,Spain,Enterprise Sellers,49,Lost,2,34635,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00036608,ERP Implementation,France,Marketing,21,Lost,2,40254,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00016860,ERP Implementation,Spain,Marketing,72,Lost,2,16013,100K or less,5K to 15K,0 (No business),Unknown,10K to 20K
N00015585,Technical Business Solutions,Spain,Enterprise Sellers,55,Lost,2,27596,100K or less,5K to 15K,0 (No business),Known,20K to 30K
N00057363,ERP Implementation,United Kingdom,Enterprise Sellers,62,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00065187,ERP Implementation,Sweden,Tele Sales,16,Lost,2,47026,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00048766,Technical Business Solutions,Netherlands,Marketing,63,Lost,4,42875,500K to 1M,More than 25K,0 (No business),Unknown,40K to 50K
N00051148,ERP Implementation,United Kingdom,Enterprise Sellers,84,Lost,2,25000,100K or less,1K to 5K,0 (No business),Unknown,20K to 30K
N00035111,ERP Implementation,Spain,Enterprise Sellers,35,Won,4,45994,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00000943,ERP Implementation,France,Enterprise Sellers,23,Won,2,55876,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00029766,ERP Implementation,France,Marketing,36,Won,3,47274,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00060687,ERP Implementation,Italy,Enterprise Sellers,35,Lost,2,30536,100K or less,More than 25K,0 (No business),Unknown,30K to 40K
N00016349,ERP Implementation,France,Marketing,61,Lost,2,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00055021,Legacy Modernization,Netherlands,Enterprise Sellers,41,Won,3,2600,100K or less,1K or less,0 (No business),Unknown,10K or less
N00011776,ERP Implementation,France,Marketing,67,Lost,2,33142,100K or less,More than 25K,0 (No business),Known,30K to 40K
N00069178,Technical Business Solutions,Italy,Enterprise Sellers,20,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00000935,ERP Implementation,Spain,Marketing,43,Won,4,32988,100K or less,15K to 25K,0 (No business),,30K to 40K
N00043907,ERP Implementation,Germany,Marketing,6,Lost,2,49330,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00019938,Technical Business Solutions,Spain,Marketing,54,Won,3,48263,More than 1M,1K or less,"More than 100,000",Unknown,40K to 50K
N00044249,Technical Business Solutions,Germany,Marketing,2,Lost,2,46156,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00052599,ERP Implementation,Italy,Marketing,84,Lost,2,25000,100K to 250K,1K or less,0 (No business),Unknown,20K to 30K
N00052492,ERP Implementation,Sweden,Marketing,78,Won,3,6000,100K or less,5K to 15K,0 (No business),Unknown,10K or less
N00060066,Technical Business Solutions,Netherlands,Marketing,39,Lost,2,41931,100K to 250K,1K to 5K,0 (No business),Unknown,40K to 50K
N00028611,ERP Implementation,Spain,Marketing,41,Lost,2,2500,100K or less,1K or less,0 (No business),Unknown,10K or less
N00040477,Technical Business Solutions,Spain,Enterprise Sellers,17,Won,2,18730,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00031464,Technical Business Solutions,Germany,Enterprise Sellers,9,Lost,4,1315,100K or less,1K or less,0 (No business),Unknown,10K or less
N00002484,Technical Business Solutions,Spain,Enterprise Sellers,66,Lost,4,31113,100K or less,5K to 15K,0 (No business),Unknown,30K to 40K
N00036391,ERP Implementation,France,Marketing,26,Won,3,7499,100K or less,1K or less,"More than 100,000",Known,10K or less
N00015396,ERP Implementation,France,Enterprise Sellers,44,Lost,2,15501,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00049414,ERP Implementation,Netherlands,Enterprise Sellers,67,Lost,2,29617,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00046521,Technical Business Solutions,Sweden,Marketing,88,Lost,3,45508,100K or less,1K or less,0 (No business),,40K to 50K
N00073922,ERP Implementation,Netherlands,Enterprise Sellers,10,Lost,2,47378,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00028909,Technical Business Solutions,Spain,Enterprise Sellers,21,Lost,2,21549,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00021389,ERP Implementation,Spain,Marketing,36,Lost,4,45755,100K or less,1K or less,0 (No business),Known,40K to 50K
N00022972,Technical Business Solutions,France,Enterprise Sellers,7,Lost,5,20227,100K or less,1K or less,"25,000 - 50,000",,20K to 30K
N00039380,ERP Implementation,Spain,Marketing,24,Lost,2,41728,100K or less,1K or less,"50,000 - 100,000",Unknown,40K to 50K
N00051654,Technical Business Solutions,Sweden,Enterprise Sellers,70,Lost,2,18825,More than 1M,1K to 5K,0 (No business),Unknown,10K to 20K
N00015206,ERP Implementation,Germany,Partners,66,Lost,2,25000,500K to 1M,1K to 5K,0 (No business),Unknown,20K to 30K
N00045936,ERP Implementation,Netherlands,Enterprise Sellers,41,Won,3,17052,100K to 250K,1K or less,0 (No business),Unknown,10K to 20K
N00024122,ERP Implementation,France,Enterprise Sellers,47,Lost,2,1550,100K or less,1K or less,0 (No business),Unknown,10K or less
N00009415,ERP Implementation,Spain,Marketing,49,Won,3,25837,100K or less,15K to 25K,0 (No business),Unknown,20K to 30K
N00020763,Technical Business Solutions,Germany,Partners,64,Lost,2,43932,100K or less,5K to 15K,"50,000 - 100,000",Unknown,40K to 50K
N00055138,ERP Implementation,United Kingdom,Marketing,53,Lost,2,57080,100K or less,More than 25K,0 (No business),Unknown,50K to 60K
N00067322,ERP Implementation,United Kingdom,Enterprise Sellers,11,Lost,4,34268,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00003662,ERP Implementation,Spain,Enterprise Sellers,89,Lost,2,1400,100K or less,1K or less,0 (No business),Unknown,10K or less
N00074630,ERP Implementation,Sweden,Enterprise Sellers,16,Lost,2,37367,100K or less,1K or less,0 (No business),,30K to 40K
N00044027,ERP Implementation,Germany,Enterprise Sellers,9,Won,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00021135,ERP Implementation,Spain,Marketing,64,Lost,2,10000,250K to 500K,15K to 25K,0 (No business),Unknown,10K to 20K
N00018912,Technical Business Solutions,France,Enterprise Sellers,62,Lost,2,39286,More than 1M,1K or less,0 (No business),Unknown,30K to 40K
N00051838,Technical Business Solutions,Sweden,Marketing,1,Lost,8,52182,100K or less,5K to 15K,0 (No business),Unknown,50K to 60K
N00051056,ERP Implementation,Sweden,Enterprise Sellers,78,Lost,3,10766,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00056151,Technical Business Solutions,Netherlands,Marketing,46,Won,4,59310,100K or less,1K or less,"25,000 - 50,000",,50K to 60K
N00015611,ERP Implementation,Germany,Marketing,69,Won,3,30164,More than 1M,More than 25K,"More than 100,000",Unknown,30K to 40K
N00029649,ERP Implementation,Germany,Enterprise Sellers,7,Lost,8,10000,100K or less,1K or less,0 (No business),Known,10K to 20K
N00030517,Technical Business Solutions,France,Marketing,28,Lost,2,54657,100K or less,1K or less,"More than 100,000",Unknown,50K to 60K
N00029818,Technical Business Solutions,Spain,Marketing,46,Lost,2,10000,100K or less,1K or less,"More than 100,000",Unknown,10K to 20K
N00025743,ERP Implementation,France,Partners,30,Lost,5,1550,100K or less,1K or less,"50,000 - 100,000",Unknown,10K or less
N00031784,ERP Implementation,France,Marketing,32,Lost,4,50280,100K or less,1K or less,0 (No business),,50K to 60K
N00070080,ERP Implementation,Italy,Marketing,26,Lost,2,41371,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00071034,ERP Implementation,United Kingdom,Marketing,31,Lost,2,43171,100K or less,1K or less,0 (No business),Known,40K to 50K
N00049311,ERP Implementation,Netherlands,Marketing,88,Lost,3,52565,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00021940,ERP Implementation,Spain,Enterprise Sellers,37,Lost,5,26061,500K to 1M,More than 25K,0 (No business),Known,20K to 30K
N00014722,Technical Business Solutions,Spain,Marketing,51,Lost,6,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00011147,ERP Implementation,France,Tele Sales,84,Lost,2,4000,100K or less,1K or less,0 (No business),,10K or less
N00067789,Technical Business Solutions,Sweden,Enterprise Sellers,35,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00009465,ERP Implementation,France,Enterprise Sellers,86,Lost,2,27514,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00035626,ERP Implementation,Germany,Partners,27,Lost,3,52052,100K or less,1K or less,0 (No business),Known,50K to 60K
N00032773,Technical Business Solutions,Spain,Enterprise Sellers,16,Lost,3,42062,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00049825,ERP Implementation,Netherlands,Marketing,89,Lost,6,16000,100K or less,1K or less,0 (No business),Known,10K to 20K
N00011844,ERP Implementation,Spain,Marketing,73,Lost,2,44236,100K or less,5K to 15K,0 (No business),Unknown,40K to 50K
N00019575,Technical Business Solutions,Spain,Marketing,44,Lost,2,24376,More than 1M,More than 25K,0 (No business),Unknown,20K to 30K
N00035965,ERP Implementation,France,Tele Sales,3,Lost,2,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00062370,ERP Implementation,Sweden,Enterprise Sellers,44,Lost,3,2659,100K or less,1K or less,0 (No business),Unknown,10K or less
N00000267,ERP Implementation,Germany,Marketing,68,Lost,3,80884,100K to 250K,15K to 25K,0 (No business),Unknown,More than 60K
